MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:101908	Gpr3	G-protein coupled receptor 3	4		regulation of meiotic nuclear division	regulates a function/process that happens in oocyte		IMP	MGI:3604483 	J:105641 	
MGI:1890220	Gpr132	G protein-coupled receptor 132	12		G1/S transition of mitotic cell cycle			IBA	PTN002796762 	J:265628 	
MGI:1890220	Gpr132	G protein-coupled receptor 132	12		G1/S transition of mitotic cell cycle			IDA		J:64928 	
MGI:1890220	Gpr132	G protein-coupled receptor 132	12		negative regulation of G2/M transition of mitotic cell cycle			IBA	PTN002796762 	J:265628 	
MGI:1890220	Gpr132	G protein-coupled receptor 132	12		negative regulation of G2/M transition of mitotic cell cycle			IDA		J:64928 	
MGI:1923373	Gpsm2	G-protein signalling modulator 2 (AGS3-like, C. elegans)	3		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1923373	Gpsm2	G-protein signalling modulator 2 (AGS3-like, C. elegans)	3		establishment of mitotic spindle orientation			IMP		J:171504 	
MGI:1923373	Gpsm2	G-protein signalling modulator 2 (AGS3-like, C. elegans)	3		establishment of mitotic spindle orientation			ISO	P81274 	J:164563 	
MGI:1923373	Gpsm2	G-protein signalling modulator 2 (AGS3-like, C. elegans)	3		mitotic spindle organization			ISO	P81274 	J:164563 	
MGI:1923373	Gpsm2	G-protein signalling modulator 2 (AGS3-like, C. elegans)	3		positive regulation of spindle assembly			ISO	P81274 	J:164563 	
MGI:1923373	Gpsm2	G-protein signalling modulator 2 (AGS3-like, C. elegans)	3		regulation of mitotic spindle organization			ISO	P81274 	J:164563 	
MGI:1355324	Grb14	growth factor receptor bound protein 14	2		negative regulation of meiotic cell cycle process involved in oocyte maturation			ISO	RGD:61869 	J:155856 	
MGI:109161	Grk5	G protein-coupled receptor kinase 5	19		regulation of cell cycle			ISO	P34947 	J:164563 	
MGI:1861437	Gsk3b	glycogen synthase kinase 3 beta	16		re-entry into mitotic cell cycle			IDA		J:81172 	
MGI:1316727	Gspt2	G1 to S phase transition 2	X		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1916487	Gtpbp4	GTP binding protein 4	13		regulation of cyclin-dependent protein serine/threonine kinase activity			ISO	Q9BZE4 	J:164563 	
MGI:2176207	H1f8	H1.8 linker histone	6		meiotic cell cycle			IEA	KW-0469 	J:60000 	
MGI:95915	H2-M3	histocompatibility 2, M region locus 3	17		negative regulation of G0 to G1 transition			ISO	P17693 	J:164563 	
MGI:102688	H2ax	H2A.X variant histone	9		cell cycle			IEA	KW-0131 	J:60000 	
MGI:102688	H2ax	H2A.X variant histone	9	NOT	DNA damage checkpoint			IMP	MGI:2156048 	J:76360 	
MGI:102688	H2ax	H2A.X variant histone	9		meiotic cell cycle			IEA	KW-0469 	J:60000 	
MGI:1353592	Hacd1	3-hydroxyacyl-CoA dehydratase 1	2		regulation of G1/S transition of mitotic cell cycle	happens in myoblast,regulates a function/process that happens in myoblast		IMP		J:183657 	
MGI:1353592	Hacd1	3-hydroxyacyl-CoA dehydratase 1	2		regulation of G2/M transition of mitotic cell cycle	happens in myoblast,regulates a function/process that happens in myoblast		IMP		J:183657 	
MGI:2446110	Hace1	HECT domain and ankyrin repeat containing, E3 ubiquitin protein ligase 1	10		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1194498	Haspin	histone H3 associated protein kinase	11		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1194498	Haspin	histone H3 associated protein kinase	11		mitotic cell cycle			IBA	PTN000784925 	J:265628 	
MGI:1194498	Haspin	histone H3 associated protein kinase	11		mitotic sister chromatid cohesion			ISO	Q8TF76 	J:164563 	
MGI:1194498	Haspin	histone H3 associated protein kinase	11		negative regulation of G1/S transition of mitotic cell cycle			IDA		J:55557 	
MGI:2385076	Haus1	HAUS augmin-like complex, subunit 1	18		cell cycle			IEA	KW-0131 	J:60000 	
MGI:2385076	Haus1	HAUS augmin-like complex, subunit 1	18		centrosome cycle			IBA	PTN001268687 	J:265628 	
MGI:2385076	Haus1	HAUS augmin-like complex, subunit 1	18		centrosome cycle			ISO	Q96CS2 	J:164563 	
MGI:2385076	Haus1	HAUS augmin-like complex, subunit 1	18		spindle assembly			IBA	PTN001268687 	J:265628 	
MGI:2385076	Haus1	HAUS augmin-like complex, subunit 1	18		spindle assembly			ISO	Q96CS2 	J:164563 	
MGI:1913546	Haus2	HAUS augmin-like complex, subunit 2	2		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1913546	Haus2	HAUS augmin-like complex, subunit 2	2		centrosome cycle			ISO	Q9NVX0 	J:164563 	
MGI:1913546	Haus2	HAUS augmin-like complex, subunit 2	2		spindle assembly			ISO	Q9NVX0 	J:164563 	
MGI:2387633	Haus3	HAUS augmin-like complex, subunit 3	5		cell cycle			IEA	KW-0131 	J:60000 	
MGI:2387633	Haus3	HAUS augmin-like complex, subunit 3	5		centrosome cycle			IBA	PTN000453710 	J:265628 	
MGI:2387633	Haus3	HAUS augmin-like complex, subunit 3	5		centrosome cycle			ISO	Q68CZ6 	J:164563 	
MGI:2387633	Haus3	HAUS augmin-like complex, subunit 3	5		spindle assembly			IBA	PTN000453710 	J:265628 	
MGI:2387633	Haus3	HAUS augmin-like complex, subunit 3	5		spindle assembly			ISO	Q68CZ6 	J:164563 	
MGI:1261794	Haus4	HAUS augmin-like complex, subunit 4	14		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1261794	Haus4	HAUS augmin-like complex, subunit 4	14		centrosome cycle			IBA	PTN001045138 	J:265628 	
MGI:1261794	Haus4	HAUS augmin-like complex, subunit 4	14		centrosome cycle			ISO	Q9H6D7 	J:164563 	
MGI:1261794	Haus4	HAUS augmin-like complex, subunit 4	14		spindle assembly			IBA	PTN001045138 	J:265628 	
MGI:1261794	Haus4	HAUS augmin-like complex, subunit 4	14		spindle assembly			ISO	Q9H6D7 	J:164563 	
MGI:1919159	Haus5	HAUS augmin-like complex, subunit 5	7		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1919159	Haus5	HAUS augmin-like complex, subunit 5	7		centrosome cycle			IBA	PTN002408386 	J:265628 	
MGI:1919159	Haus5	HAUS augmin-like complex, subunit 5	7		centrosome cycle			ISO	O94927 	J:164563 	
MGI:1919159	Haus5	HAUS augmin-like complex, subunit 5	7		spindle assembly			IBA	PTN002408386 	J:265628 	
MGI:1919159	Haus5	HAUS augmin-like complex, subunit 5	7		spindle assembly			ISO	O94927 	J:164563 	
MGI:1923389	Haus6	HAUS augmin-like complex, subunit 6	4		centrosome cycle			ISO	Q7Z4H7 	J:164563 	
MGI:1923389	Haus6	HAUS augmin-like complex, subunit 6	4		spindle assembly			ISO	Q7Z4H7 	J:164563 	
MGI:1920988	Haus7	HAUS augmin-like complex, subunit 7	X		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1920988	Haus7	HAUS augmin-like complex, subunit 7	X		centrosome cycle			IBA	PTN001425435 	J:265628 	
MGI:1920988	Haus7	HAUS augmin-like complex, subunit 7	X		centrosome cycle			ISO	Q99871 	J:164563 	
MGI:1920988	Haus7	HAUS augmin-like complex, subunit 7	X		spindle assembly			IBA	PTN001425435 	J:265628 	
MGI:1920988	Haus7	HAUS augmin-like complex, subunit 7	X		spindle assembly			ISO	Q99871 	J:164563 	
MGI:1923728	Haus8	4HAUS augmin-like complex, subunit 8	8		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1923728	Haus8	4HAUS augmin-like complex, subunit 8	8		centrosome cycle			IBA	PTN001274055 	J:265628 	
MGI:1923728	Haus8	4HAUS augmin-like complex, subunit 8	8		centrosome cycle			ISO	Q9BT25 	J:164563 	
MGI:1923728	Haus8	4HAUS augmin-like complex, subunit 8	8		spindle assembly			IBA	PTN001274055 	J:265628 	
MGI:1923728	Haus8	4HAUS augmin-like complex, subunit 8	8		spindle assembly			ISO	Q9BT25 	J:164563 	
MGI:105942	Hcfc1	host cell factor C1	X		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1343091	Hdac3	histone deacetylase 3	18		regulation of mitotic cell cycle			IDA		J:58415 	
MGI:1343091	Hdac3	histone deacetylase 3	18		spindle assembly			ISO	O15379 	J:164563 	
MGI:1917565	Hdac8	histone deacetylase 8	X		regulation of cohesin loading			ISO	Q9BY41 	J:164563 	
MGI:1917565	Hdac8	histone deacetylase 8	X		sister chromatid cohesion			ISO	Q9BY41 	J:164563 	
MGI:2685715	Heca	hdc homolog, cell cycle regulator	10		negative regulation of mitotic cell cycle			ISO	Q9UBI9 	J:164563 	
MGI:2685817	Hecw2	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2	1		regulation of mitotic metaphase/anaphase transition			ISO	Q9P2P5 	J:164563 	
MGI:106209	Hells	helicase, lymphoid specific	19		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1920177	Hepacam	hepatocyte cell adhesion molecule	9		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1920177	Hepacam	hepatocyte cell adhesion molecule	9		cell cycle arrest			IEA	KW-0338 	J:60000 	
MGI:2141520	Hepacam2	HEPACAM family member 2	6		cell cycle			IEA	KW-0131 	J:60000 	
MGI:2141520	Hepacam2	HEPACAM family member 2	6		centrosome cycle			IBA	PTN002236099 	J:265628 	
MGI:2141520	Hepacam2	HEPACAM family member 2	6		centrosome cycle			ISO	A8MVW5 	J:164563 	
MGI:104853	Hes1	hes family bHLH transcription factor 1	16		positive regulation of mitotic cell cycle, embryonic			IMP		J:151566 	
MGI:2385923	Hexim1	hexamethylene bis-acetamide inducible 1	11		negative regulation of cyclin-dependent protein serine/threonine kinase activity			IBA	PTN001003630 	J:265628 	
MGI:2385923	Hexim1	hexamethylene bis-acetamide inducible 1	11		negative regulation of cyclin-dependent protein serine/threonine kinase activity			ISO	O94992 	J:164563 	
MGI:1918309	Hexim2	hexamethylene bis-acetamide inducible 2	11		negative regulation of cyclin-dependent protein serine/threonine kinase activity			IBA	PTN001003630 	J:265628 	
MGI:1918309	Hexim2	hexamethylene bis-acetamide inducible 2	11		negative regulation of cyclin-dependent protein serine/threonine kinase activity			ISO	Q96MH2 	J:164563 	
MGI:3036246	Hfm1	HFM1, ATP-dependent DNA helicase homolog	5		meiotic cell cycle			IEA	KW-0469 	J:60000 	
MGI:3036246	Hfm1	HFM1, ATP-dependent DNA helicase homolog	5		resolution of meiotic recombination intermediates			IBA	PTN002772474 	J:265628 	
MGI:3036246	Hfm1	HFM1, ATP-dependent DNA helicase homolog	5		resolution of meiotic recombination intermediates	happens in spermatocyte		IMP		J:195265 	
MGI:96086	Hhex	hematopoietically expressed homeobox	19		negative regulation of cyclin-dependent protein serine/threonine kinase activity			ISO	Q03014 	J:164563 	
MGI:2429620	Hinfp	histone H4 transcription factor	9		DNA damage checkpoint			ISO	Q9BQA5 	J:164563 	
MGI:2429620	Hinfp	histone H4 transcription factor	9		G1/S transition of mitotic cell cycle			ISO	Q9BQA5 	J:164563 	
MGI:2429620	Hinfp	histone H4 transcription factor	9		regulation of transcription involved in G1/S transition of mitotic cell cycle			ISO	Q9BQA5 	J:164563 	
MGI:99430	Hira	histone cell cycle regulator	16		mitotic sister chromatid segregation			IBA	PTN000352669 	J:265628 	
MGI:2685821	Hjurp	Holliday junction recognition protein	1		cell cycle			IEA	KW-0131 	J:60000 	
MGI:2685047	Hmcn1	hemicentin 1	1		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1341190	Hmg20b	high mobility group 20B	10		cell cycle			IEA	KW-0131 	J:60000 	
MGI:101761	Hmga2	high mobility group AT-hook 2	10		cell cycle			IEA	KW-0131 	J:60000 	
MGI:101761	Hmga2	high mobility group AT-hook 2	10		meiotic cell cycle			IEA	KW-0469 	J:60000 	
MGI:101761	Hmga2	high mobility group AT-hook 2	10		regulation of cell cycle process			IDA		J:175196 	
MGI:96113	Hmgb1	high mobility group box 1	5		positive regulation of mitotic cell cycle			ISO	P63159 	J:73065 	
MGI:109128	Hnf4a	hepatic nuclear factor 4, alpha	2		negative regulation of mitotic cell cycle			ISO	RGD:2810 	J:155856 	
MGI:1858195	Hnrnpu	heterogeneous nuclear ribonucleoprotein U	1		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1858195	Hnrnpu	heterogeneous nuclear ribonucleoprotein U	1		positive regulation of attachment of mitotic spindle microtubules to kinetochore			IBA	PTN002644654 	J:265628 	
MGI:1858195	Hnrnpu	heterogeneous nuclear ribonucleoprotein U	1		positive regulation of attachment of mitotic spindle microtubules to kinetochore			ISO	Q00839 	J:164563 	
MGI:1858195	Hnrnpu	heterogeneous nuclear ribonucleoprotein U	1		regulation of mitotic cell cycle			ISO	Q00839 	J:164563 	
MGI:1858195	Hnrnpu	heterogeneous nuclear ribonucleoprotein U	1		regulation of mitotic spindle assembly			IBA	PTN002644654 	J:265628 	
MGI:1858195	Hnrnpu	heterogeneous nuclear ribonucleoprotein U	1		regulation of mitotic spindle assembly			ISO	Q00839 	J:164563 	
MGI:1915231	Hormad1	HORMA domain containing 1	3		meiotic cell cycle			IEA	KW-0469 	J:60000 	
MGI:1915231	Hormad1	HORMA domain containing 1	3		meiotic DNA double-strand break formation			IMP		J:167522 J:173089 	
MGI:1915231	Hormad1	HORMA domain containing 1	3		meiotic recombination checkpoint			IMP		J:167522 J:173089 	
MGI:1915231	Hormad1	HORMA domain containing 1	3		meiotic recombination checkpoint	happens in oocyte		IMP	MGI:5587823 	J:213984 	
MGI:1915231	Hormad1	HORMA domain containing 1	3		meiotic sister chromatid cohesion			IMP		J:167522 J:173089 	
MGI:1915231	Hormad1	HORMA domain containing 1	3		regulation of homologous chromosome segregation			IMP		J:167522 J:173089 	
MGI:1915231	Hormad1	HORMA domain containing 1	3		synapsis	happens in spermatocyte|happens in oocyte		IMP	MGI:5587823 	J:213984 	
MGI:1915231	Hormad1	HORMA domain containing 1	3		synaptonemal complex assembly			IMP		J:173089 	
MGI:1923078	Hormad2	HORMA domain containing 2	11		meiotic cell cycle			IEA	KW-0469 	J:60000 	
MGI:1923078	Hormad2	HORMA domain containing 2	11		meiotic sister chromatid cohesion			IMP		J:183982 J:192634 	
MGI:96173	Hoxa13	homeobox A13	6		positive regulation of mitotic nuclear division	regulates a function/process that happens in genital tubercle,regulates a function/process that happens in mesenchymal stem cell		IMP	MGI:2152356 	J:83431 	
MGI:108085	Hpgd	hydroxyprostaglandin dehydrogenase 15 (NAD)	8		negative regulation of cell cycle			ISO	P15428 	J:164563 	
MGI:96224	Hras	Harvey rat sarcoma virus oncogene	7		cell cycle arrest			ISO	P01112 	J:164563 	
MGI:96224	Hras	Harvey rat sarcoma virus oncogene	7		mitotic cell cycle checkpoint			ISO	P01112 	J:164563 	
MGI:96238	Hsf1	heat shock factor 1	15		female meiotic nuclear division	happens in oocyte		IMP	MGI:2155444 	J:175085 	
MGI:96238	Hsf1	heat shock factor 1	15		positive regulation of mitotic cell cycle			ISO	Q00613 	J:164563 	
MGI:96238	Hsf1	heat shock factor 1	15		regulation of spindle checkpoint	regulates a function/process that happens in oocyte		IMP	MGI:2155444 	J:175085 	
MGI:96247	Hsp90ab1	heat shock protein 90 alpha (cytosolic), class B member 1	17		negative regulation of cell cycle arrest			ISO	P08238 	J:164563 	
MGI:96247	Hsp90ab1	heat shock protein 90 alpha (cytosolic), class B member 1	17		positive regulation of cyclin-dependent protein kinase activity	happens in brain,regulates a function/process that happens in brain		IMP		J:259130 	
MGI:96247	Hsp90ab1	heat shock protein 90 alpha (cytosolic), class B member 1	17		positive regulation of cyclin-dependent protein kinase activity			ISO	RGD:1303075 	J:155856 	
MGI:96244	Hspa1a	heat shock protein 1A	17		regulation of mitotic spindle assembly			IBA	PTN000453125 	J:265628 	
MGI:99517	Hspa1b	heat shock protein 1B	17		regulation of mitotic spindle assembly			IBA	PTN000453125 	J:265628 	
MGI:96243	Hspa2	heat shock protein 2	12		male meiosis I			IMP	MGI:2447605 	J:44767 	
MGI:96243	Hspa2	heat shock protein 2	12		male meiotic nuclear division			IMP	MGI:2447605 	J:35110 	
MGI:96243	Hspa2	heat shock protein 2	12		positive regulation of G2/M transition of mitotic cell cycle			IMP	MGI:2447605 	J:77458 	
MGI:105384	Hspa8	heat shock protein 8	9		regulation of cell cycle			IDA		J:82317 	
MGI:96067	Htt	huntingtin	5		establishment of mitotic spindle orientation			ISO	P42858 	J:164563 	
MGI:1277962	Hus1	HUS1 checkpoint clamp component	11		DNA damage checkpoint			IMP	MGI:1927769 	J:81636 	
MGI:1277962	Hus1	HUS1 checkpoint clamp component	11		DNA damage checkpoint			ISO	O60921 	J:164563 	
MGI:1277962	Hus1	HUS1 checkpoint clamp component	11		intra-S DNA damage checkpoint			IBA	PTN000307391 	J:265628 	
MGI:1277962	Hus1	HUS1 checkpoint clamp component	11		meiotic DNA integrity checkpoint			IBA	PTN000307391 	J:265628 	
MGI:1277962	Hus1	HUS1 checkpoint clamp component	11		mitotic cell cycle checkpoint			IMP		J:87789 	
MGI:1277962	Hus1	HUS1 checkpoint clamp component	11		mitotic DNA replication checkpoint			IBA	PTN000307391 	J:265628 	
MGI:2671003	Hus1b	HUS1 checkpoint clamp component B	13		DNA damage checkpoint			IEA	IPR007150 IPR016580 	J:72247 	
MGI:2671003	Hus1b	HUS1 checkpoint clamp component B	13		intra-S DNA damage checkpoint			IBA	PTN000307391 	J:265628 	
MGI:2671003	Hus1b	HUS1 checkpoint clamp component B	13		meiotic DNA integrity checkpoint			IBA	PTN000307391 	J:265628 	
MGI:2671003	Hus1b	HUS1 checkpoint clamp component B	13		mitotic DNA replication checkpoint			IBA	PTN000307391 	J:265628 	
MGI:96298	Hyal1	hyaluronoglucosaminidase 1	9		positive regulation of G1/S transition of mitotic cell cycle			ISO	Q12794 	J:164563 	
MGI:96396	Id1	inhibitor of DNA binding 1, HLH protein	2		regulation of cell cycle			IBA	PTN000919548 	J:265628 	
MGI:96397	Id2	inhibitor of DNA binding 2	12		positive regulation of cell cycle			ISO	RGD:2859 	J:155856 	
MGI:96397	Id2	inhibitor of DNA binding 2	12		positive regulation of cell cycle arrest			IMP		J:155087 	
MGI:96397	Id2	inhibitor of DNA binding 2	12		regulation of cell cycle			IBA	PTN000919548 	J:265628 	
MGI:96397	Id2	inhibitor of DNA binding 2	12		regulation of G1/S transition of mitotic cell cycle			ISO	Q02363 	J:164563 	
MGI:96398	Id3	inhibitor of DNA binding 3	4		regulation of cell cycle			IBA	PTN000919548 	J:265628 	
MGI:96398	Id3	inhibitor of DNA binding 3	4		regulation of cell cycle			ISO	RGD:2860 	J:155856 	
MGI:99414	Id4	inhibitor of DNA binding 4	13		G1/S transition of mitotic cell cycle	happens in cerebral cortex		IMP	MGI:3505549 	J:93574 	
MGI:99414	Id4	inhibitor of DNA binding 4	13		regulation of cell cycle			IBA	PTN000919548 	J:265628 	
MGI:104814	Ier3	immediate early response 3	17		mitotic G2 DNA damage checkpoint	happens in fibroblast		IMP	MGI:3773690 	J:186356 	
MGI:107656	Ifng	interferon gamma	10		cell cycle arrest			ISO	P01579 	J:164563 	
MGI:2448469	Ifnz	interferon zeta	4		regulation of cell cycle			IDA		J:81257 	
MGI:96432	Igf1	insulin-like growth factor 1	10		positive regulation of mitotic nuclear division			ISO	P05019 	J:164563 	
MGI:96433	Igf1r	insulin-like growth factor I receptor	7		positive regulation of cytokinesis			ISO	RGD:2869 	J:155856 	
MGI:96433	Igf1r	insulin-like growth factor I receptor	7		positive regulation of meiotic cell cycle			IGI	P15208 	J:197599 	
MGI:96433	Igf1r	insulin-like growth factor I receptor	7		positive regulation of mitotic nuclear division	regulates a function/process that happens in epidermis,regulates a function/process that happens in keratinocyte		IMP		J:199282 	
MGI:96434	Igf2	insulin-like growth factor 2	7		positive regulation of mitotic nuclear division			ISO	P01344 	J:164563 	
MGI:1345142	Ik	IK cytokine	18		mitotic cell cycle			ISO	Q13123 	J:164563 	
MGI:1345142	Ik	IK cytokine	18		mitotic spindle assembly checkpoint			ISO	Q13123 	J:164563 	
MGI:1342540	Ikzf1	IKAROS family zinc finger 1	11		cell cycle			IEA	KW-0131 	J:60000 	
MGI:96542	Il1a	interleukin 1 alpha	2		positive regulation of mitotic nuclear division			ISO	P01583 	J:164563 	
MGI:96543	Il1b	interleukin 1 beta	2		positive regulation of mitotic nuclear division			ISO	P01584 	J:164563 	
MGI:96537	Il10	interleukin 10	1		positive regulation of cell cycle			IGI	P06804 	J:235312 	
MGI:96539	Il12a	interleukin 12a	3		cell cycle arrest			ISO	P29459 	J:164563 	
MGI:96540	Il12b	interleukin 12b	11		cell cycle arrest			ISO	P29460 	J:164563 	
MGI:1195267	Ilk	integrin linked kinase	7		cell cycle arrest			ISO	RGD:620063 	J:155856 	
MGI:1914694	Ilkap	integrin-linked kinase-associated serine/threonine phosphatase 2C	1		regulation of nuclear cell cycle DNA replication			ISO	RGD:620128 	J:155856 	
MGI:2144284	Inca1	inhibitor of CDK, cyclin A1 interacting protein 1	11		cell cycle			IEA	KW-0131 	J:60000 	
MGI:2144284	Inca1	inhibitor of CDK, cyclin A1 interacting protein 1	11		negative regulation of cyclin-dependent protein serine/threonine kinase activity			IBA	PTN002204199 	J:265628 	
MGI:2144284	Inca1	inhibitor of CDK, cyclin A1 interacting protein 1	11		negative regulation of cyclin-dependent protein serine/threonine kinase activity	regulates a function/process that happens in spleen		IMP	MGI:5292392 	J:175667 	
MGI:2144284	Inca1	inhibitor of CDK, cyclin A1 interacting protein 1	11		negative regulation of cyclin-dependent protein serine/threonine kinase activity			ISO	Q0VD86 	J:73065 	
MGI:1313288	Incenp	inner centromere protein	19		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1313288	Incenp	inner centromere protein	19		mitotic cytokinesis			ISO	Q9NQS7 	J:164563 	
MGI:1313288	Incenp	inner centromere protein	19		mitotic sister chromatid segregation			IEA	IPR039130 	J:72247 	
MGI:1313288	Incenp	inner centromere protein	19		regulation of mitotic cytokinesis			IEA	IPR039130 	J:72247 	
MGI:1349481	Ing1	inhibitor of growth family, member 1	8		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1916510	Ing2	inhibitor of growth family, member 2	8		male meiosis I			IMP		J:167311 	
MGI:107307	Ing4	inhibitor of growth family, member 4	6		cell cycle			IEA	KW-0131 	J:60000 	
MGI:107307	Ing4	inhibitor of growth family, member 4	6		cell cycle arrest			ISO	Q9UNL4 	J:164563 	
MGI:96569	Inha	inhibin alpha	1		regulation of cell cycle			ISO	P05111 	J:164563 	
MGI:96570	Inhba	inhibin beta-A	13		cell cycle arrest			ISO	P08476 	J:164563 	
MGI:96570	Inhba	inhibin beta-A	13		G1/S transition of mitotic cell cycle			ISO	P08476 	J:164563 	
MGI:96570	Inhba	inhibin beta-A	13		negative regulation of cell cycle			ISO	P08476 	J:164563 	
MGI:1915392	Ino80	INO80 complex subunit	2		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1915392	Ino80	INO80 complex subunit	2		mitotic sister chromatid segregation			ISO	Q9ULG1 	J:164563 	
MGI:1915392	Ino80	INO80 complex subunit	2		positive regulation of nuclear cell cycle DNA replication			ISO	Q9ULG1 	J:164563 	
MGI:1915392	Ino80	INO80 complex subunit	2		regulation of G1/S transition of mitotic cell cycle			ISO	Q9ULG1 	J:164563 	
MGI:1915392	Ino80	INO80 complex subunit	2		spindle assembly			ISO	Q9ULG1 	J:164563 	
MGI:96573	Ins2	insulin II	7		positive regulation of mitotic nuclear division			ISO	P01308 	J:164563 	
MGI:1917942	Insc	INSC spindle orientation adaptor protein	7		establishment of mitotic spindle orientation			IMP		J:171504 	
MGI:1859980	Insm1	insulinoma-associated 1	2		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1859980	Insm1	insulinoma-associated 1	2		positive regulation of cell cycle arrest			ISO	Q01101 	J:164563 	
MGI:1859980	Insm1	insulinoma-associated 1	2		regulation of cell cycle process			IBA	PTN001430984 	J:265628 	
MGI:1930787	Insm2	insulinoma-associated 2	12		regulation of cell cycle process			IBA	PTN001430984 	J:265628 	
MGI:96575	Insr	insulin receptor	8		positive regulation of meiotic cell cycle			IGI	Q60751 	J:197599 	
MGI:96575	Insr	insulin receptor	8		positive regulation of mitotic nuclear division			IMP		J:199282 	
MGI:96575	Insr	insulin receptor	8		positive regulation of mitotic nuclear division			ISO	P06213 	J:164563 	
MGI:2140050	Ints3	integrator complex subunit 3	3		mitotic cell cycle checkpoint			ISO	Q68E01 	J:164563 	
MGI:1924315	Ints7	integrator complex subunit 7	1		DNA damage checkpoint			ISO	Q9NVH2 	J:164563 	
MGI:1918427	Ints13	integrator complex subunit 13	6		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1918427	Ints13	integrator complex subunit 13	6		mitotic spindle organization			ISO	Q9NVM9 	J:73065 	
MGI:1918427	Ints13	integrator complex subunit 13	6		regulation of mitotic cell cycle			ISO	Q9NVM9 	J:164563 	
MGI:1352757	Iqgap1	IQ motif containing GTPase activating protein 1	7		regulation of mitotic cell cycle			ISO	P46940 	J:164563 	
MGI:3028642	Iqgap3	IQ motif containing GTPase activating protein 3	3		G1/S transition of mitotic cell cycle	happens in mammary gland epithelial cell		IMP		J:145651 	
MGI:96590	Irf1	interferon regulatory factor 1	11		cell cycle arrest			ISO	P10914 	J:164563 	
MGI:1859211	Irf6	interferon regulatory factor 6	1		cell cycle arrest			ISO	O14896 	J:164563 	
MGI:1919205	Ist1	increased sodium tolerance 1 homolog (yeast)	8		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1919205	Ist1	increased sodium tolerance 1 homolog (yeast)	8		cytoskeleton-dependent cytokinesis			ISO	P53990 	J:164563 	
MGI:96610	Itgb1	integrin beta 1 (fibronectin receptor beta)	8		establishment of mitotic spindle orientation			ISO	P05556 	J:164563 	
MGI:96610	Itgb1	integrin beta 1 (fibronectin receptor beta)	8		G1/S transition of mitotic cell cycle	happens in chondrocyte		IMP	MGI:1926498 	J:85594 	
MGI:96610	Itgb1	integrin beta 1 (fibronectin receptor beta)	8		regulation of cell cycle	happens in chondrocyte		IMP	MGI:1926498 	J:85994 	
MGI:1914983	Itgb3bp	integrin beta 3 binding protein (beta3-endonexin)	4		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1925835	Jade1	jade family PHD finger 1	3		negative regulation of G1/S transition of mitotic cell cycle			ISO	Q6IE81 	J:73065 	
MGI:1913096	Jmy	junction-mediating and regulatory protein	13		cell cycle arrest			IBA	PTN001154798 	J:265628 	
MGI:1913096	Jmy	junction-mediating and regulatory protein	13		cell cycle arrest			IDA		J:64939 	
MGI:1346082	Jtb	jumping translocation breakpoint	3		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1346082	Jtb	jumping translocation breakpoint	3		mitotic cell cycle			ISO	O76095 	J:164563 	
MGI:1346082	Jtb	jumping translocation breakpoint	3		mitotic cytokinesis			IBA	PTN002294351 	J:265628 	
MGI:1346082	Jtb	jumping translocation breakpoint	3		mitotic cytokinesis			ISO	O76095 	J:164563 	
MGI:96646	Jun	jun proto-oncogene	4		regulation of cell cycle			IBA	PTN000894785 	J:265628 	
MGI:96646	Jun	jun proto-oncogene	4		regulation of cell cycle			IMP	MGI:2149630 	J:75359 	
MGI:96647	Junb	jun B proto-oncogene	8		regulation of cell cycle			IBA	PTN000894785 	J:265628 	
MGI:96647	Junb	jun B proto-oncogene	8		regulation of cell cycle			IDA		J:75359 	
MGI:96648	Jund	jun D proto-oncogene	8		regulation of cell cycle			IBA	PTN000894785 	J:265628 	
MGI:2384568	Kank2	KN motif and ankyrin repeat domains 2	9		negative regulation of G1/S transition of mitotic cell cycle			IBA	PTN000652398 	J:265628 	
MGI:2384568	Kank2	KN motif and ankyrin repeat domains 2	9		negative regulation of G1/S transition of mitotic cell cycle			ISO	Q63ZY3 	J:164563 	
